step,time,channel,effective_output,inst_dominance,smooth_dominance,winner,delta
140,1770939747.147073,D2,0.692096079,0.580953391,0.491468888,D2,0.135646513
141,1770939747.185167,D1,0.499626313,0.419096019,0.356666023,D2,0.135995332
141,1770939747.185167,D2,0.692526058,0.580903981,0.492661356,D2,0.135995332
142,1770939747.215626,D1,0.499922017,0.419026874,0.357497501,D2,0.136341345
142,1770939747.215626,D2,0.693132769,0.580973126,0.493838846,D2,0.136341345
143,1770939747.244983,D1,0.500241008,0.418971820,0.358317159,D2,0.136684211
143,1770939747.244983,D2,0.693731913,0.581028180,0.495001370,D2,0.136684211
144,1770939747.274162,D1,0.500557467,0.418970528,0.359125870,D2,0.137022541
144,1770939747.274162,D2,0.694174461,0.581029472,0.496148412,D2,0.137022541
145,1770939747.303589,D1,0.500995985,0.419025358,0.359924530,D2,0.137354898
145,1770939747.303589,D2,0.694626132,0.580974642,0.497279428,D2,0.137354898
146,1770939747.332986,D1,0.501298010,0.418987242,0.360712033,D2,0.137683839
146,1770939747.332986,D2,0.695153719,0.581012758,0.498395872,D2,0.137683839
147,1770939747.362568,D1,0.501651987,0.418896728,0.361487829,D2,0.138010809
147,1770939747.362568,D2,0.695903291,0.581103272,0.499498638,D2,0.138010809
148,1770939747.391888,D1,0.502140908,0.418987154,0.362254487,D2,0.138331007
148,1770939747.391888,D2,0.696322823,0.581012846,0.500585494,D2,0.138331007
149,1770939747.422512,D1,0.502247085,0.418859859,0.363009225,D2,0.138650331
149,1770939747.422512,D2,0.696834360,0.581140141,0.501659556,D2,0.138650331
150,1770939747.452399,D1,0.502560565,0.418806993,0.363753195,D2,0.138966807
150,1770939747.452399,D2,0.697420748,0.581193007,0.502720002,D2,0.138966807
151,1770939747.491798,D1,0.502907788,0.418841505,0.364487706,D2,0.139278142
151,1770939747.491798,D2,0.697803656,0.581158495,0.503765848,D2,0.139278142
152,1770939747.523598,D1,0.503317580,0.418883801,0.365212987,D2,0.139584199
152,1770939747.523598,D2,0.698250920,0.581116199,0.504797186,D2,0.139584199
153,1770939747.554077,D1,0.503756792,0.418918354,0.365929059,D2,0.139885254
153,1770939747.554077,D2,0.698761041,0.581081646,0.505814313,D2,0.139885254
154,1770939747.585331,D1,0.504222888,0.419008985,0.366636791,D2,0.140179877
154,1770939747.585331,D2,0.699147220,0.580991015,0.506816669,D2,0.140179877
155,1770939747.615606,D1,0.504445712,0.418920719,0.367333910,D2,0.140472927
155,1770939747.615606,D2,0.699709847,0.581079281,0.507806837,D2,0.140472927
156,1770939747.646150,D1,0.504700699,0.418782481,0.368019891,D2,0.140765755
